name,description,implementation_status,effect_level,version,rank
ArrayPlot,Plots a matrix as a grid of colored cells,✅,pure,5.1,346
Histogram,Creates a histogram from data,✅,pure,7.0,347
Cosh,Returns the hyperbolic cosine,✅,pure,1.0,259
Sinh,Returns the hyperbolic sine,✅,pure,1.0,278
Tanh,Returns the hyperbolic tangent,✅,pure,1.0,350
Csch,Returns the hyperbolic cosecant,✅,pure,1.0,703
Coth,Returns the hyperbolic cotangent,✅,pure,1.0,592
Sech,Returns the hyperbolic secant,✅,pure,1.0,538
ArcCosh,Returns the inverse hyperbolic cosine,✅,pure,1.0,324
ArcSinh,Returns the inverse hyperbolic sine,✅,pure,1.0,349
ArcTanh,Returns the inverse hyperbolic tangent,✅,pure,1.0,297
ArcCsch,Returns the inverse hyperbolic cosecant,✅,pure,1.0,348
ArcCoth,Returns the inverse hyperbolic cotangent,✅,pure,1.0,327
ArcSech,Returns the inverse hyperbolic secant,✅,pure,1.0,335
SeedRandom,Seeds the random number generator,✅,stateful,1.0,351
ContourPlot3D,3D contour plot of the isosurface f == c via marching tetrahedra,✅,pure,6.0,352
Catch,Catches a value thrown by Throw; the form is matched as a pattern and the 3-arg form applies f to the value and tag,✅,pure,1.0,353
InputForm,Converts expression to input form,✅,pure,1.0,354
Sow,Sows an expression for collection by Reap,✅,stateful,5.0,355
Switch,Evaluates an expression and matches it against each pattern in turn — patterns after the match are never evaluated,✅,pure,1.0,356
Export,Exports data to a file,✅,effectful,4.0,357
PlotRangePadding,Option for specifying padding around plot ranges,✅,pure,6.0,359
ViewPoint,Option for 3D viewing position,✅,pure,1.0,360
Plain,Font style symbol for plain (non-bold non-italic) text,✅,pure,6.0,361
Message,Issues a message (no-op in Woxi),✅,effectful,1.0,362
BoxRatios,Option for 3D box aspect ratios,✅,pure,1.0,363
LanguageData,,🚫,,10.0,364
Distributed,Represents a variable distributed according to a given distribution,✅,pure,8.0,365
EntityProperty,Represents a property of an entity class,✅,pure,10.0,366
Tuples,Generates all tuples of elements from a list,✅,pure,5.1,367
Small,Small size specification,✅,none,6.0,368
Coefficient,Extracts the coefficient of a term in a polynomial,✅,pure,1.0,369
Exponent,Returns the maximum power of a variable in a polynomial,✅,pure,1.0,829
Denominator,Returns the denominator of a rational expression,✅,pure,1.0,512
Numerator,Returns the numerator of a rational expression,✅,pure,1.0,628
NestList,Returns the list of intermediate results from Nest,✅,pure,1.0,371
DeleteDuplicates,Removes duplicate elements from a list (or pairs with duplicate values from an association),✅,pure,7.0,373
DisplayFunction,Option controlling display output,✅,pure,1.0,375
FontWeight,Option for specifying font weight (Bold etc),✅,pure,3.0,377
Right,Symbol for right alignment,✅,pure,1.0,378
Most,Returns the list without its last element,✅,pure,5.0,379
StringReplace,Replaces occurrences of substrings in a string; RegularExpression backreferences expand before a delayed replacement is evaluated,✅,pure,2.0,380
ControlType,Option for specifying the type of control in Manipulate,✅,pure,6.0,381
Pick,Picks elements from a list based on a selector,✅,pure,5.1,382
Interpolation,Constructs an interpolation of data — 1-D {x y} pairs/values or 2-D {x y z} triples tiling a complete grid (an exact query point over exact data gives an exact value; outside the data range the boundary piece is extrapolated),✅,pure,2.0,383
HoldPattern,Keeps a pattern from evaluating while staying transparent to matching and to replacement rules,✅,pure,3.0,384
Top,Symbol for top alignment,✅,pure,1.0,385
HypergeometricPFQ,Generalized hypergeometric function pFq,✅,pure,3.0,386
MortalityData,,🚫,,10.3,387
Positive,Tests if a number is positive,✅,pure,1.0,389
NonPositive,Tests if a number is non-positive,✅,pure,3.0,2097
Negative,Tests if a number is negative,✅,pure,1.0,825
NonNegative,Tests if a number is non-negative,✅,pure,1.0,1036
Framed,Display wrapper that draws a frame around its argument,✅,pure,6.0,390
Placed,Inert positional wrapper for label and legend placement (used with ChartLabels etc.),✅,pure,7.0,391
AbsolutePointSize,Graphics primitive for setting point size in absolute units,✅,none,2.0,392
Compile,Compiles a function for numerical evaluation,✅,pure,2.0,393
Bottom,Symbol for bottom alignment,✅,pure,1.0,394
Root,Represents the k-th root of a polynomial (an explicit value only when the polynomial factors over the rationals into pieces of degree at most 2),✅,pure,3.0,396
Labeled,Wrapper that attaches a label to an expression for display,✅,pure,6.0,397
UnitSystem,Option for specifying the unit system for computations,✅,pure,10.0,398
MatrixPower,Computes integer powers of a square matrix,✅,pure,2.0,399
DirectedEdge,Represents a directed edge between two vertices,✅,pure,8.0,400
Count,Counts occurrences of a pattern in a list,✅,pure,1.0,401
Lighter,Makes a color lighter,✅,pure,6.0,402
PolarPlot,Creates a polar plot of a function,✅,pure,6.0,403
TrueQ,Returns True only for the symbol True,✅,pure,1.0,404
SortBy,Sorts a list by a criterion function or a list of them; an optional third argument orders the criterion values,✅,pure,6.0,405
RegionPlot,Creates a plot of a region satisfying inequalities,✅,pure,6.0,406
Unevaluated,Wrapper that prevents evaluation of its argument,✅,pure,2.0,407
ZIPCodeData,,🚫,,10.0,408
DynamicModule,Scopes local variables that persist while a dynamic object is displayed,✅,pure,6.0,409
FillingStyle,Option for specifying the style of plot filling,✅,pure,6.0,410
Control,Represents a standalone interactive control such as a slider or popup menu bound to a variable,✅,pure,7.0,411
WorkingPrecision,Option for numerical precision,✅,pure,1.0,412
Hypergeometric2F1,Gauss hypergeometric function 2F1,✅,pure,1.0,413
Complement,Returns elements in first list or association not in the others,✅,pure,1.0,414
Dashing,"Sets line dashing in graphics; Dashing[None] and Dashing[{}] go back to solid strokes",✅,pure,1.0,416
StreamPlot,Creates a streamline plot of a vector field,✅,pure,7.0,416
Animate,Animated version of an expression (stays symbolic in script mode),✅,unevaluated,6.0,417
Contours,Option specifying contour levels in contour plots,✅,none,2.0,418
ColorSpace,Option for specifying the color space of images,✅,pure,7.0,419
MaxRecursion,Option specifying the maximum recursion depth,✅,none,2.0,420
Normalize,Normalizes a vector to unit length,✅,pure,6.0,421
ImagePadding,Option for specifying padding around plotted images,✅,pure,6.0,422
Composition,Composes multiple functions,✅,pure,2.0,423
ContourStyle,Option specifying the style of contour lines,✅,none,2.0,424
QuantityVariable,Represents a variable with associated physical quantity,✅,pure,10.0,425
Unset,Removes a value or definition,✅,stateful,1.0,426
Reap,Collects expressions sown during evaluation,✅,stateful,5.0,427
RepeatedNull,Pattern that matches zero or more repetitions,✅,pure,1.0,428
Interleaving,Option for specifying channel interleaving in images,✅,pure,7.0,429
CDF,Cumulative distribution function for a distribution,✅,pure,6.0,430
TagSetDelayed,Defines a delayed upvalue assignment associated with a tag symbol,✅,stateful,1.0,431
Boole,Converts True to 1 and False to 0,✅,pure,5.1,433
Outer,Generalized outer product over any number of nonatomic arguments sharing one head,✅,pure,1.0,434
InterpolationOrder,Option for specifying the order of interpolation,✅,pure,3.0,435
FindMinimum,Finds a local minimum of a function numerically; a {f cons} objective states a constrained problem and the starting values may be omitted,✅,pure,1.0,436
LinearSolve,Solves a square or rectangular linear system of equations using Gaussian elimination,✅,pure,1.0,437
StringLength,Returns the length of a string,✅,pure,1.0,438
NDSolveValue,Numerically solve a differential equation and return the solution,✅,pure,9.0,439
DensityPlot,Creates a density plot of a function,✅,pure,1.0,440
EllipticK,Complete elliptic integral of the first kind,✅,pure,1.0,441
CurrentValue,Returns current values of frontend settings,✅,effectful,6.0,442
Thin,Graphics directive equivalent to Thickness[Tiny],✅,pure,6.0,443
RandomSample,Random selection without replacement — a sample longer than the set reports ::smplen,✅,contextual,6.0,444
VectorPlot,Creates a vector field plot,✅,pure,7.0,445
SetOptions,Replaces named entries in a symbol's option list and returns the updated list — an unknown name refuses the whole call,✅,stateful,1.0,446
ReplacePart,Replaces the parts at one or more positions given as rules or as a separate position argument,✅,pure,2.0,447
Translate,Translates a graphics object,✅,pure,6.0,448
BarChart,Creates a bar chart from data,✅,pure,7.0,449
Eigenvectors,Eigenvectors of a square matrix; the two-arg form takes the k for the largest-magnitude eigenvalues,✅,pure,1.0,450
Nest,Applies a function n times to an expression,✅,pure,1.0,451
Assuming,Evaluate expression under given assumptions,✅,pure,5.0,452
VertexLabels,Option for specifying labels on graph vertices,✅,pure,8.0,453
UpSet,Assign upvalues to symbols appearing in the LHS,✅,side_effect,1.0,454
StringTake,Returns a substring of a string; a list of integers that cannot be a span is read as separate specifications,✅,pure,2.0,456
ImageData,Extracts pixel data from an image as nested lists,✅,pure,7.0,457
LaplaceTransform,Compute the Laplace transform of an expression,✅,none,4.0,458
InverseLaplaceTransform,Compute the inverse Laplace transform — the third argument may be an expression or a number naming the point it is taken at,✅,none,4.0,583
PlotTheme,Option for specifying the visual theme for plots,✅,pure,10.0,459
Grad,Compute the gradient of a scalar or array field (derivative axis is innermost),✅,pure,9.0,461
RawBoxes,Wrapper for raw box expressions in typesetting,✅,pure,6.0,461
PrimeQ,Tests if a number is prime (Gaussian primes for complex args or GaussianIntegers -> True),✅,pure,1.0,462
Extract,Extracts parts at specified positions,✅,pure,3.0,463
Exclusions,Option for specifying points or curves to exclude from plots,✅,pure,6.0,464
CenterDot,Symbolic centered dot operator,✅,pure,3.0,465
Dotted,Dotted line style directive,✅,none,6.0,466
StringMatchQ,Tests if string matches a pattern with wildcards; supports the one-argument operator form,✅,pure,1.0,467
VectorQ,Tests if an expression is a vector; two-arg form VectorQ[expr;test] also requires every element to satisfy test,✅,pure,1.0,468
Differences,Returns successive differences between elements (supports order and step arguments),✅,pure,6.0,470
Spacer,Creates empty space of a specified size for layout,✅,pure,6.0,471
CellularAutomaton,Generates a 1D or 2D cellular automaton evolution over chosen steps and cells,✅,pure,4.2,472
Riffle,Inserts an element between each pair of elements,✅,pure,6.0,473
Characters,Converts a string into a list of single-character strings,✅,pure,1.0,474
GraphicsComplex,Indexed coordinate graphics container,✅,none,6.0,475
EuclideanDistance,Euclidean distance between two vectors,✅,pure,6.0,477
Subsets,Returns all subsets of a list,✅,pure,5.1,478
SoundNote,Represents a musical note for sound generation,✅,pure,6.0,479
Accumulate,Returns cumulative sums of a list,✅,pure,6.0,480
XMLElement,Represents an XML element with tag and attributes; a namespaced name is written {uri; local},✅,pure,4.2,481
Zeta,Riemann and Hurwitz zeta function,✅,pure,1.0,482
RowReduce,Returns the row echelon form of a matrix,✅,pure,1.0,483
Direction,Option specifying the direction for operations,✅,none,2.0,484
ControlPlacement,Option for specifying placement of interactive controls,✅,pure,6.0,486
Fold,Applies a binary function cumulatively to a list with an initial value,✅,pure,2.0,486
DiscretePlot,Plots discrete values of a function,✅,none,7.0,487
ImplicitRegion,Represents a region defined by implicit conditions,✅,pure,10.0,488
PolyGamma,Polygamma function (n-th derivative of digamma),✅,pure,1.0,489
ItemSize,Option for specifying sizes of items in Grid and similar,✅,pure,6.0,490
FullForm,Returns the full internal form of an expression,✅,pure,1.0,491
MeijerG,Meijer G-function,✅,pure,3.0,492
DiagonalMatrix,Creates a diagonal matrix from a list,✅,pure,1.0,493
GraphicsRow,Arranges graphics in a horizontal row,✅,pure,6.0,494
TrackedSymbols,Option for specifying which symbols trigger dynamic updates,✅,pure,6.0,495
